ID,OPEID,Institution Name,City,State,Foreign Gift Received Date,Foreign Gift Amount,Gift Type,Country of Giftor,Giftor Name
10769,142600,Yale University,New Haven,CT,43344,7500,Contract,ENGLAND,Contracting Party
10770,142600,Yale University,New Haven,CT,43348,551250,Contract,FRANCE,Anonymous #166
10771,142600,Yale University,New Haven,CT,43349,1230057,Monetary Gift,ENGLAND,Anonymous #16
10772,142600,Yale University,New Haven,CT,43363,425000,Monetary Gift,ENGLAND,Anonymous #35
10773,142600,Yale University,New Haven,CT,43367,1000500,Monetary Gift,CANADA,Anonymous #39
10774,142600,Yale University,New Haven,CT,43374,272282,Contract,CANADA,Anonymous #109
10775,142600,Yale University,New Haven,CT,43388,591324,Monetary Gift,AUSTRALIA,Anonymous #10
10776,142600,Yale University,New Haven,CT,43388,285969,Contract,SWEDEN,Anonymous #126
10777,142600,Yale University,New Haven,CT,43391,320016,Monetary Gift,FRANCE,Anonymous #20
10778,142600,Yale University,New Haven,CT,43391,500000,Monetary Gift,CHINA,Anonymous #31
10779,142600,Yale University,New Haven,CT,43402,500000,Monetary Gift,HONG KONG,Anonymous #28
10780,142600,Yale University,New Haven,CT,43403,1001000,Monetary Gift,SINGAPORE,Anonymous #30
10781,142600,Yale University,New Haven,CT,43405,525020,Contract,FRANCE,Anonymous #123
10782,142600,Yale University,New Haven,CT,43405,9980,Contract,FRANCE,Contracting Party
10783,142600,Yale University,New Haven,CT,43406,492238,Monetary Gift,ENGLAND,Anonymous #1
10784,142600,Yale University,New Haven,CT,43410,794,Contract,SINGAPORE,Contracting Party
10785,142600,Yale University,New Haven,CT,43420,535582,Monetary Gift,ENGLAND,Anonymous #13
10786,142600,Yale University,New Haven,CT,43420,544107,Monetary Gift,ENGLAND,Anonymous #45
10787,142600,Yale University,New Haven,CT,43423,451050,Monetary Gift,THE NETHERLANDS,Anonymous #5
10788,142600,Yale University,New Haven,CT,43427,437785,Monetary Gift,GERMANY,Anonymous #2
10789,142600,Yale University,New Haven,CT,43431,402673,Contract,CHILE,Contracting Party
10790,142600,Yale University,New Haven,CT,43434,2145555,Monetary Gift,SINGAPORE,Anonymous #200
10791,142600,Yale University,New Haven,CT,43435,622987,Contract,THE NETHERLANDS,anonymous #145
10792,142600,Yale University,New Haven,CT,43437,691192,Monetary Gift,RWANDA,Anonymous #9
10793,142600,Yale University,New Haven,CT,43438,796472,Monetary Gift,SWITZERLAND,Anonymous #19
10794,142600,Yale University,New Haven,CT,43438,2400000,Monetary Gift,CANADA,Anonymous #40
10795,142600,Yale University,New Haven,CT,43438,796497,Monetary Gift,SWITZERLAND,Anonymous #8
10796,142600,Yale University,New Haven,CT,43438,1521903,Monetary Gift,INDIA,Anonymous #44
10797,142600,Yale University,New Haven,CT,43444,440088,Monetary Gift,ISRAEL,Anonymous #7
10798,142600,Yale University,New Haven,CT,43444,302292,Monetary Gift,BELGIUM,Anonymous #43
10799,142600,Yale University,New Haven,CT,43445,1868915,Monetary Gift,INDIA,Anonymous #12
10800,142600,Yale University,New Haven,CT,43448,1000000,Monetary Gift,HONG KONG,Anonymous #41
10801,142600,Yale University,New Haven,CT,43452,324578,Contract,FRANCE,Anonymous #503
10802,142600,Yale University,New Haven,CT,43453,14450000,Monetary Gift,HONG KONG,Anonymous #24
10803,142600,Yale University,New Haven,CT,43458,342117,Monetary Gift,SWITZERLAND,Anonymous #6
10804,142600,Yale University,New Haven,CT,43461,1400000,Monetary Gift,KOREA,Anonymous #36
10805,142600,Yale University,New Haven,CT,43461,250000,Monetary Gift,HONG KONG,Donor
10806,142600,Yale University,New Haven,CT,43462,718500,Monetary Gift,FRANCE,Anonymous #4
10807,142600,Yale University,New Haven,CT,43465,1771527,Contract,SWITZERLAND,Contracting Party
10808,142600,Yale University,New Haven,CT,43465,779530,Contract,FRANCE,Contracting Party
10809,142600,Yale University,New Haven,CT,43465,540784,Contract,ENGLAND,Contracting Party
10810,142600,Yale University,New Haven,CT,43465,549841,Contract,GERMANY,Contracting Party
10811,142600,Yale University,New Haven,CT,43465,734958,Contract,SWITZERLAND,Contracting Party
10812,142600,Yale University,New Haven,CT,43465,756724,Contract,SWITZERLAND,Contracting Party
10813,142600,Yale University,New Haven,CT,43465,331015,Contract,ENGLAND,Contracting Party
10814,142600,Yale University,New Haven,CT,43465,433369,Contract,IRELAND,Contracting Party
10815,142600,Yale University,New Haven,CT,43465,691833,Contract,FRANCE,Contracting Party
10816,142600,Yale University,New Haven,CT,43465,550154,Contract,BELGIUM,Contracting Party
10817,142600,Yale University,New Haven,CT,43465,589117,Contract,JAPAN,Contracting Party
10818,142600,Yale University,New Haven,CT,43465,300440,Contract,GERMANY,Contracting Party
10819,142600,Yale University,New Haven,CT,43465,443381,Contract,THE NETHERLANDS,Contracting Party
10820,142600,Yale University,New Haven,CT,43465,322921,Contract,SWITZERLAND,Contracting Party
10821,142600,Yale University,New Haven,CT,43466,410242,Contract,CHINA,Anonymous #23
10822,142600,Yale University,New Haven,CT,43466,4072000,Contract,SWITZERLAND,Anonymous #24
10823,142600,Yale University,New Haven,CT,43466,1162525,Contract,FRANCE,Anonymous #17
10824,142600,Yale University,New Haven,CT,43466,398212,Contract,FRANCE,Anonymous #17
10825,142600,Yale University,New Haven,CT,43466,869714,Contract,CHINA,Contracting Party
10826,142600,Yale University,New Haven,CT,43479,118620,Contract,CHINA,Contracting Party
10827,142600,Yale University,New Haven,CT,43480,134700,Contract,CHINA,Contracting Party
10828,142600,Yale University,New Haven,CT,43487,620341,Monetary Gift,ENGLAND,Anonymous #9
10829,142600,Yale University,New Haven,CT,43489,317421,Contract,MEXICO,Contracting Party
10830,142600,Yale University,New Haven,CT,43493,550000,Monetary Gift,ENGLAND,Anonymous #13
10831,142600,Yale University,New Haven,CT,43495,7255,Contract,GERMANY,Contracting Party
10832,142600,Yale University,New Haven,CT,43497,586119,Contract,SWITZERLAND,Anonymous #18
10833,142600,Yale University,New Haven,CT,43497,684876,Contract,SWITZERLAND,Anonymous #19
10834,142600,Yale University,New Haven,CT,43497,1395870,Contract,ISRAEL,Anonymous #20
10835,142600,Yale University,New Haven,CT,43510,492623,Contract,FRANCE,Contracting Party (Multinational)
10836,142600,Yale University,New Haven,CT,43510,230421,Contract,FRANCE,Contracting Party (Multinational)
10837,142600,Yale University,New Haven,CT,43518,550000,Monetary Gift,SPAIN,Anonymous #2
10838,142600,Yale University,New Haven,CT,43523,250000,Contract,CANADA,Anonymous #22
10839,142600,Yale University,New Haven,CT,43525,2421337,Contract,GERMANY,Anonymous #26
10840,142600,Yale University,New Haven,CT,43525,2569,Contract,SINGAPORE,Contracting Party
10841,142600,Yale University,New Haven,CT,43550,338250,Contract,CHINA,Anonymous #29
10842,142600,Yale University,New Haven,CT,43556,300000,Contract,JAPAN,Anonymous #21
10843,142600,Yale University,New Haven,CT,43556,563945,Contract,CANADA,Anonymous #53
10844,142600,Yale University,New Haven,CT,43556,686136,Contract,JAPAN,Anonymous #21
10845,142600,Yale University,New Haven,CT,43556,450000,Contract,CHINA,Contracting Party
10846,142600,Yale University,New Haven,CT,43557,316100,Contract,CHINA,Anonymous #36
10847,142600,Yale University,New Haven,CT,43560,507082,Monetary Gift,HONG KONG,Anonymous #10
10848,142600,Yale University,New Haven,CT,43564,824632,Monetary Gift,ENGLAND,Anonymous #37
10849,142600,Yale University,New Haven,CT,43571,346627,Monetary Gift,AUSTRALIA,Anonymous #14
10850,142600,Yale University,New Haven,CT,43572,532300,Contract,SWEDEN,Contracting Party
10851,142600,Yale University,New Haven,CT,43585,1630554,Monetary Gift,SINGAPORE,Anonymous #28
10852,142600,Yale University,New Haven,CT,43586,450000,Contract,SWITZERLAND,Anonymous #57
10853,142600,Yale University,New Haven,CT,43592,494788,Contract,ENGLAND,Anonymous #16
10854,142600,Yale University,New Haven,CT,43593,4000000,Monetary Gift,SINGAPORE,Anonymous #6
10855,142600,Yale University,New Haven,CT,43607,389445,Contract,THE NETHERLANDS,Anonymous #32
10856,142600,Yale University,New Haven,CT,43607,291777,Contract,THE NETHERLANDS,Anonymous #35
10857,142600,Yale University,New Haven,CT,43607,286341,Contract,THE NETHERLANDS,Anonymous #33
10858,142600,Yale University,New Haven,CT,43607,396577,Contract,THE NETHERLANDS,Anonymous #34
10859,142600,Yale University,New Haven,CT,43607,175000,Monetary Gift,SAUDI ARABIA,Donor
10860,142600,Yale University,New Haven,CT,43607,2000000,Monetary Gift,SAUDI ARABIA,Donor
10861,142600,Yale University,New Haven,CT,43614,2038990,Contract,ENGLAND,Anonymous #27
10862,142600,Yale University,New Haven,CT,43614,353583,Monetary Gift,FRANCE,Anonymous #3
10863,142600,Yale University,New Haven,CT,43616,361008,Contract,CHINA,Anonymous #30
10864,142600,Yale University,New Haven,CT,43616,418113,Contract,ENGLAND,Anonymous #56
10865,142600,Yale University,New Haven,CT,43617,2083800,Contract,SWITZERLAND,Anonymous #25
10866,142600,Yale University,New Haven,CT,43619,202000,Contract,CHINA,Contracting Party
10867,142600,Yale University,New Haven,CT,43620,825000,Monetary Gift,GERMANY,Anonymous #15
10868,142600,Yale University,New Haven,CT,43620,1814601,Monetary Gift,ENGLAND,Donor
10869,142600,Yale University,New Haven,CT,43622,545331,Monetary Gift,INDIA,Anonymous #8
10870,142600,Yale University,New Haven,CT,43629,609950,Contract,CHINA,Contracting Party
10871,142600,Yale University,New Haven,CT,43633,609950,Contract,CHINA,Anonymous #31
10872,142600,Yale University,New Haven,CT,43636,333333,Monetary Gift,CHINA,Anonymous #7
10873,142600,Yale University,New Haven,CT,43637,600000,Monetary Gift,HONG KONG,Anonymous #11
10874,142600,Yale University,New Haven,CT,43640,1100000,Monetary Gift,HONG KONG,Anonymous #4
10875,142600,Yale University,New Haven,CT,43641,50000,Monetary Gift,CHINA,Donor
10876,142600,Yale University,New Haven,CT,43641,201000,Monetary Gift,CHINA,Donor
10877,142600,Yale University,New Haven,CT,43642,1000000,Monetary Gift,INDONESIA,Anonymous #1
10878,142600,Yale University,New Haven,CT,43644,1500000,Monetary Gift,SINGAPORE,Anonymous #12
10879,142600,Yale University,New Haven,CT,43644,3000000,Monetary Gift,HONG KONG,Anonymous #5
10880,142600,Yale University,New Haven,CT,43648,2000000,Monetary Gift,CHINA,Anonymous #40
10881,142600,Yale University,New Haven,CT,43656,613180,Contract,CHINA,Contracting Party
10882,142600,Yale University,New Haven,CT,43668,359999,Contract,KOREA,Anonymous #55
10883,142600,Yale University,New Haven,CT,43678,429533,Contract,SWITZERLAND,Anonymous #54
10884,142600,Yale University,New Haven,CT,43684,632655,Contract,CHINA,Anonymous #60
10885,142600,Yale University,New Haven,CT,43690,500000,Monetary Gift,HONG KONG,Anonymous #52
10886,142600,Yale University,New Haven,CT,43700,1050000,Monetary Gift,SINGAPORE,Anonymous #41
10887,142600,Yale University,New Haven,CT,43700,90000,Contract,SWITZERLAND,Contracting Party
10888,142600,Yale University,New Haven,CT,43704,347043,Monetary Gift,HONG KONG,Anonymous #42
10889,142600,Yale University,New Haven,CT,43705,400000,Monetary Gift,HONG KONG,Anonymous #43
10890,142600,Yale University,New Haven,CT,43717,325000,Monetary Gift,ENGLAND,Anonymous #46
10891,142600,Yale University,New Haven,CT,43720,262520,Contract,CHINA,Anonymous #61
10892,142600,Yale University,New Haven,CT,43720,1750800,Contract,CHINA,Anonymous #62
10893,142600,Yale University,New Haven,CT,43726,270981,Monetary Gift,ENGLAND,Anonymous #44
10894,142600,Yale University,New Haven,CT,43730,385100,Contract,CHINA,Contracting Party
10895,142600,Yale University,New Haven,CT,43738,1000000,Monetary Gift,CANADA,Anonymous #50
10896,142600,Yale University,New Haven,CT,43739,274000,Contract,AUSTRALIA,Anonymous #59
10897,142600,Yale University,New Haven,CT,43739,1062531,Contract,CHINA,Anonymous #58
10898,142600,Yale University,New Haven,CT,43741,855000,Contract,SINGAPORE,Anonymous #63
10899,142600,Yale University,New Haven,CT,43749,315,Monetary Gift,ENGLAND,Anonymous #13
10900,142600,Yale University,New Haven,CT,43769,386495,Contract,SWITZERLAND,Contracting Party
10901,142600,Yale University,New Haven,CT,43781,1044960,Monetary Gift,ENGLAND,Donor
10902,142600,Yale University,New Haven,CT,43782,250000,Monetary Gift,ITALY,Anonymous #45
10903,142600,Yale University,New Haven,CT,43795,25800381,Monetary Gift,SPAIN,Anonymous #48
10904,142600,Yale University,New Haven,CT,43801,192408,Contract,JAPAN,Contracting Party
10905,142600,Yale University,New Haven,CT,43818,661809,Monetary Gift,SINGAPORE,Anonymous #28
10906,142600,Yale University,New Haven,CT,43818,1400000,Monetary Gift,KOREA,Anonymous #47
10907,142600,Yale University,New Haven,CT,43818,1000000,Monetary Gift,HONG KONG,Anonymous #51
10908,142600,Yale University,New Haven,CT,43826,2000,Monetary Gift,SINGAPORE,Anonymous #12
10909,142600,Yale University,New Haven,CT,43829,1000000,Monetary Gift,CHINA,Anonymous #49
10910,142600,Yale University,New Haven,CT,43830,1507952,Contract,ENGLAND,Anonymous #37
10911,142600,Yale University,New Haven,CT,43830,293834,Contract,ENGLAND,Contracting Party
10912,142600,Yale University,New Haven,CT,43830,399130,Contract,JAPAN,Contracting Party
10913,142600,Yale University,New Haven,CT,43830,339425,Contract,FRANCE,Contracting Party
10914,142600,Yale University,New Haven,CT,43830,55685,Contract,CHINA,Contracting Party
10915,142600,Yale University,New Haven,CT,43830,1565581,Contract,SWITZERLAND,Contracting Party
10916,142600,Yale University,New Haven,CT,43830,292239,Contract,DENMARK,Contracting Party
10917,142600,Yale University,New Haven,CT,43830,545222,Contract,IRELAND,Contracting Party
10918,142600,Yale University,New Haven,CT,43830,1845544,Contract,SWITZERLAND,Contracting Party
10919,142600,Yale University,New Haven,CT,43830,412265,Contract,ENGLAND,Contracting Party
10920,142600,Yale University,New Haven,CT,43830,506960,Contract,JAPAN,Contracting Party
10921,142600,Yale University,New Haven,CT,43830,1487831,Contract,SWITZERLAND,Contracting Party
10922,142600,Yale University,New Haven,CT,43830,568434,Contract,ENGLAND,Contracting Party
10923,142600,Yale University,New Haven,CT,43830,572474,Contract,GERMANY,Contracting Party
10924,142600,Yale University,New Haven,CT,43830,680644,Contract,GERMANY,Contracting Party
10925,142600,Yale University,New Haven,CT,43830,312818,Contract,THE NETHERLANDS,Contracting Party
10926,143100,University of Delaware,Newark,DE,41820,280500,Contract,JAPAN,Japan
10927,143100,University of Delaware,Newark,DE,41820,419602,Contract,TURKEY,Turkey
10928,143100,University of Delaware,Newark,DE,41820,438176,Contract,OMAN,Oman
10929,143100,University of Delaware,Newark,DE,41820,251134,Contract,COLOMBIA,Colombia
10930,143100,University of Delaware,Newark,DE,41820,722353,Contract,BRAZIL,Brazil
10931,143100,University of Delaware,Newark,DE,41820,4745755,Contract,SAUDI ARABIA,Saudi Arabia
10932,143100,University of Delaware,Newark,DE,41820,557387,Contract,KUWAIT,Kuwait
10933,143100,University of Delaware,Newark,DE,42185,8086697,Contract,SAUDI ARABIA,Saudi Arabia
10934,143100,University of Delaware,Newark,DE,42185,975148,Contract,KUWAIT,Kuwait
10935,143100,University of Delaware,Newark,DE,42185,1047852,Contract,BRAZIL,Brazil
10936,143100,University of Delaware,Newark,DE,42185,615937,Contract,TURKEY,Turkey
10937,143100,University of Delaware,Newark,DE,42185,259565,Contract,COLOMBIA,Colombia
10938,143100,University of Delaware,Newark,DE,42185,441361,Contract,OMAN,Oman
10939,143100,University of Delaware,Newark,DE,42551,491787,Contract,OMAN,Oman
10940,143100,University of Delaware,Newark,DE,42551,786585,Contract,KUWAIT,Kuwait
10941,143100,University of Delaware,Newark,DE,42551,4175059,Contract,SAUDI ARABIA,Saudi Arabia
10942,143100,University of Delaware,Newark,DE,42551,789640,Contract,TURKEY,Turkey
10943,143100,University of Delaware,Newark,DE,42551,1058939,Contract,BRAZIL,Brazil
10944,143100,University of Delaware,Newark,DE,42916,618062,Contract,KUWAIT,Kuwait
10945,143100,University of Delaware,Newark,DE,42916,492239,Contract,OMAN,Oman
10946,143100,University of Delaware,Newark,DE,42916,685426,Contract,TURKEY,Turkey
10947,143100,University of Delaware,Newark,DE,42916,3643321,Contract,SAUDI ARABIA,Saudi Arabia
10948,143100,University of Delaware,Newark,DE,43281,333712,Contract,JAPAN,Japan
10949,143100,University of Delaware,Newark,DE,43281,342107,Contract,OMAN,Oman
10950,143100,University of Delaware,Newark,DE,43281,311771,Contract,BRAZIL,Brazil
10951,143100,University of Delaware,Newark,DE,43281,668876,Contract,KUWAIT,Kuwait
10952,143100,University of Delaware,Newark,DE,43281,5616406,Contract,SAUDI ARABIA,Saudi Arabia
10953,143100,University of Delaware,Newark,DE,43281,307557,Contract,TURKEY,Turkey
10954,143100,University of Delaware,Newark,DE,43465,803266,Contract,BRAZIL,Brazil
10955,143100,University of Delaware,Newark,DE,43465,3735025,Contract,SAUDI ARABIA,Saudi Arabia
10956,143100,University of Delaware,Newark,DE,43465,599980,Contract,CANADA,
10957,143100,University of Delaware,Newark,DE,43646,678485,Contract,ENGLAND,
10958,143100,University of Delaware,Newark,DE,43646,3301948,Contract,SAUDI ARABIA,
10959,143100,University of Delaware,Newark,DE,43830,359568,Contract,MALAYSIA,
10960,143100,University of Delaware,Newark,DE,43830,624904,Contract,CHINA,
10961,143100,University of Delaware,Newark,DE,43830,449099,Contract,UNITED ARAB EMIRATES,
10962,143100,University of Delaware,Newark,DE,43830,205133,Contract,CANADA,
10963,143100,University of Delaware,Newark,DE,43830,358501,Monetary Gift,CANADA,
10964,143100,University of Delaware,Newark,DE,43830,428471,Contract,JAPAN,
10965,143100,University of Delaware,Newark,DE,43830,1323730,Contract,SAUDI ARABIA,
10966,143400,American University (The),Washington,DC,41753,1000000,Monetary Gift,ENGLAND,Anonymous
10967,143400,American University (The),Washington,DC,42107,1000000,Monetary Gift,ENGLAND,
10968,143400,American University (The),Washington,DC,42173,989000,Monetary Gift,JAPAN,Nippon Foundation
10969,143400,American University (The),Washington,DC,42257,500000,Monetary Gift,KUWAIT,
10970,143700,Catholic University of America (The),Washington,DC,43585,7572000,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
10971,143700,Catholic University of America (The),Washington,DC,43585,543617,Contract,KUWAIT,Embassy of Kuwait
10972,143700,Catholic University of America (The),Washington,DC,43585,1307450,Contract,AUSTRALIA,Australian Catholic University
10973,144400,George Washington University,Washington,DC,41695,268961,Monetary Gift,MEXICO,Fundacion Carlos Slim AC
10974,144400,George Washington University,Washington,DC,41820,311444,Contract,BAHRAIN,Ahlia University
10975,144400,George Washington University,Washington,DC,41820,300030,Monetary Gift,BRAZIL,Government of Brazil
10976,144400,George Washington University,Washington,DC,41820,2878253,Contract,SAUDI ARABIA,Government of Saudi Arabia
10977,144400,George Washington University,Washington,DC,42004,169444,Contract,BAHRAIN,Ahlia University
10978,144400,George Washington University,Washington,DC,42004,526627,Contract,UNITED ARAB EMIRATES,Government of UAE
10979,144400,George Washington University,Washington,DC,42004,9212142,Contract,SAUDI ARABIA,Government of Saudi Arabia
10980,144400,George Washington University,Washington,DC,42004,432310,Contract,KAZAKHSTAN,Government of Kazakhstan
10981,144400,George Washington University,Washington,DC,42004,1901729,Monetary Gift,BRAZIL,Government of Brazil
10982,144400,George Washington University,Washington,DC,42004,316725,Monetary Gift,CHILE,Universidad De Chile
10983,144400,George Washington University,Washington,DC,42004,373744,Contract,CHINA,Confucius Institute
10984,144400,George Washington University,Washington,DC,42004,494643,Contract,KUWAIT,Government of Kuwait
10985,144400,George Washington University,Washington,DC,42004,25000,Monetary Gift,CHINA,Government of China
10986,144400,George Washington University,Washington,DC,42060,574603,Contract,SAUDI ARABIA,Taibah University
10987,144400,George Washington University,Washington,DC,42185,653557,Contract,AUSTRALIA,Commonwealth of Australia
10988,144400,George Washington University,Washington,DC,42185,385248,Contract,KUWAIT,Government of Kuwait
10989,144400,George Washington University,Washington,DC,42185,438414,Contract,BAHRAIN,Ahlia University
10990,144400,George Washington University,Washington,DC,42185,1062138,Monetary Gift,BRAZIL,Government of Brazil
10991,144400,George Washington University,Washington,DC,42185,3391112,Contract,SAUDI ARABIA,Government of Saudi Arabia
10992,144400,George Washington University,Washington,DC,42185,383433,Contract,SPAIN,Universidad de Navarra
10993,144400,George Washington University,Washington,DC,42185,429211,Contract,ENGLAND,"Informa, Ltd"
10994,144400,George Washington University,Washington,DC,42291,34943,Contract,SPAIN,UNIVERSIDAD DE NAVARRA
10995,144400,George Washington University,Washington,DC,42369,627436,Contract,KAZAKHSTAN,Government of Kazakhstan
10996,144400,George Washington University,Washington,DC,42369,345326,Contract,UNITED ARAB EMIRATES,Government of United Arab Emirates
10997,144400,George Washington University,Washington,DC,42369,10149459,Contract,SAUDI ARABIA,Government of Saudi Arabia
10998,144400,George Washington University,Washington,DC,42369,335065,Contract,CHILE,Universidad De Chile
10999,144400,George Washington University,Washington,DC,42369,425756,Contract,KUWAIT,Government of Kuwait
11000,144400,George Washington University,Washington,DC,42369,365000,Contract,BERMUDA,The Atlantic Philanthropies
11001,144400,George Washington University,Washington,DC,42369,288945,Monetary Gift,CHINA,Government of China
11002,144400,George Washington University,Washington,DC,42369,180000,Monetary Gift,BRAZIL,Government of Brazil
11003,144400,George Washington University,Washington,DC,42369,118692,Contract,BAHRAIN,Ahlia University
11004,144400,George Washington University,Washington,DC,42369,290000,Monetary Gift,MEXICO,Carlos Slim Foundation
11005,144400,George Washington University,Washington,DC,42369,322174,Contract,TRINIDAD,University of West Indies
11006,144400,George Washington University,Washington,DC,42369,317204,Contract,TURKEY,Government of Turkey
11007,144400,George Washington University,Washington,DC,42551,1005324,Contract,CHINA,Government of China
11008,144400,George Washington University,Washington,DC,42551,214848,Contract,INDIA,Global Development Network
11009,144400,George Washington University,Washington,DC,42551,22389,Contract,TRINIDAD,University of West Indies
11010,144400,George Washington University,Washington,DC,42551,180759,Contract,SPAIN,Universidad de Navarra
11011,144400,George Washington University,Washington,DC,42551,255606,Contract,CHILE,Universidad De Chile
11012,144400,George Washington University,Washington,DC,42551,276075,Contract,INDIA,Global Hospitals
11013,144400,George Washington University,Washington,DC,42551,369979,Contract,KAZAKHSTAN,Government of Kazakhstan
11014,144400,George Washington University,Washington,DC,42551,338936,Contract,KUWAIT,Government of Kuwait
11015,144400,George Washington University,Washington,DC,42551,2979782,Contract,SAUDI ARABIA,Government of Saudi Arabia
11016,144400,George Washington University,Washington,DC,42551,205663,Contract,ENGLAND,"Informa, Ltd"
11017,144400,George Washington University,Washington,DC,42551,742045,Contract,ENGLAND,International Rescue Committee
11018,144400,George Washington University,Washington,DC,42735,309122,Contract,BAHRAIN,Ahlia University
11019,144400,George Washington University,Washington,DC,42735,10917300,Contract,SAUDI ARABIA,Government of Saudi Arabia
11020,144400,George Washington University,Washington,DC,42735,93411,Contract,TRINIDAD,"University of West Indies, ARTHUR L"
11021,144400,George Washington University,Washington,DC,42735,540287,Contract,UNITED ARAB EMIRATES,Government of UAE
11022,144400,George Washington University,Washington,DC,42735,401776,Contract,CHINA,Government of China
11023,144400,George Washington University,Washington,DC,42735,386266,Contract,ENGLAND,The Children's Investment Fund Foun
11024,144400,George Washington University,Washington,DC,42735,295566,Contract,SOUTH KOREA,Government of South Korea
11025,144400,George Washington University,Washington,DC,42735,28095,Contract,INDIA,Global Hospitals/Ravindranath GE Me
11026,144400,George Washington University,Washington,DC,42735,35000,Contract,SPAIN,Universidad de Navarra
11027,144400,George Washington University,Washington,DC,42735,134406,Contract,CHILE,Universidad de Chile
11028,144400,George Washington University,Washington,DC,42735,234956,Contract,KAZAKHSTAN,Government of Kazakhstan
11029,144400,George Washington University,Washington,DC,42735,344284,Contract,KUWAIT,Government of Kuwait
11030,144400,George Washington University,Washington,DC,42916,2714692,Contract,SAUDI ARABIA,Government of Saudi Arabia
11031,144400,George Washington University,Washington,DC,42916,1335966,Contract,BERMUDA,The Atlantic Philanthropies
11032,144400,George Washington University,Washington,DC,42916,264014,Contract,KUWAIT,Government of Kuwait
11033,144400,George Washington University,Washington,DC,42916,290000,Monetary Gift,MEXICO,Carlos Slim Foundation
11034,144400,George Washington University,Washington,DC,42916,498460,Monetary Gift,SOUTH KOREA,Government of South Korea
11035,144400,George Washington University,Washington,DC,42916,1007970,Contract,CHINA,Industrial and Commercial Bank of C
11036,144400,George Washington University,Washington,DC,42916,1700000,Monetary Gift,SAUDI ARABIA,Lama Kolaghassi
11037,144400,George Washington University,Washington,DC,42916,533926,Contract,KAZAKHSTAN,Government of Kazakhstan
11038,144400,George Washington University,Washington,DC,43100,470330,Contract,CHINA,Government of China
11039,144400,George Washington University,Washington,DC,43100,201585,Contract,CHINA,Industrial and Commercial Bank of C
11040,144400,George Washington University,Washington,DC,43100,279908,Contract,INDIA,Peerless Hospitex Hospital
11041,144400,George Washington University,Washington,DC,43100,119145,Contract,TRINIDAD,Arthur Lok Jack Graduate School of
11042,144400,George Washington University,Washington,DC,43100,344138,Contract,ENGLAND,Aberystwyth University
11043,144400,George Washington University,Washington,DC,43100,684368,Contract,UNITED ARAB EMIRATES,Government of UAE
11044,144400,George Washington University,Washington,DC,43100,202468,Contract,ENGLAND,Informa Uk
11045,144400,George Washington University,Washington,DC,43100,144761,Contract,KAZAKHSTAN,Government of Kazakhstan
11046,144400,George Washington University,Washington,DC,43100,339865,Contract,INDIA,Max Healthcare Institute
11047,144400,George Washington University,Washington,DC,43100,298700,Monetary Gift,MEXICO,Foundation Carlos Slim AC
11048,144400,George Washington University,Washington,DC,43100,9941180,Contract,SAUDI ARABIA,Government of Saudi Arabia
11049,144400,George Washington University,Washington,DC,43100,71607,Contract,SAUDI ARABIA,Taibah University
11050,144400,George Washington University,Washington,DC,43100,341489,Contract,UGANDA,Makerere University
11051,144400,George Washington University,Washington,DC,43100,218021,Contract,SOUTH KOREA,Government of South Korea
11052,144400,George Washington University,Washington,DC,43100,226517,Contract,SPAIN,Universidad de Navarra
11053,144400,George Washington University,Washington,DC,43100,415800,Contract,BAHRAIN,Ahlia University
11054,144400,George Washington University,Washington,DC,43100,175230,Contract,CHILE,Universidad de Chile
11055,144400,George Washington University,Washington,DC,43100,756000,Contract,CHINA,PICC Property and Casualty Company
11056,144400,George Washington University,Washington,DC,43100,324759,Contract,KUWAIT,Government of Kuwait
11057,144400,George Washington University,Washington,DC,43281,1155700,Contract,BERMUDA,THE ATLANTIC PHILANTHROPIES
11058,144400,George Washington University,Washington,DC,43281,355900,Contract,INDIA,MIMS Academy Trust
11059,144400,George Washington University,Washington,DC,43281,549315,Contract,CHINA,Government of China
11060,144400,George Washington University,Washington,DC,43281,320300,Contract,KUWAIT,Government of Kuwait
11061,144400,George Washington University,Washington,DC,43281,269810,Contract,PANAMA,ADEN - Universite De Management De
11062,144400,George Washington University,Washington,DC,43281,3539161,Contract,SAUDI ARABIA,Government of Saudi Arabia
11063,144400,George Washington University,Washington,DC,43281,415207,Monetary Gift,SOUTH KOREA,Government of South Korea
11064,144400,George Washington University,Washington,DC,43281,413977,Contract,TURKEY,Government of Turkey
11065,144400,George Washington University,Washington,DC,43281,458675,Contract,UNITED ARAB EMIRATES,Government of UEA
11066,144400,George Washington University,Washington,DC,43465,270000,Contract,INDIA,MEENAKASHI MISSION HOSPITAL
11067,144400,George Washington University,Washington,DC,43465,398073,Contract,BAHRAIN,Ahlia University
11068,144400,George Washington University,Washington,DC,43465,189000,Contract,CHILE,Universidad de Chile
11069,144400,George Washington University,Washington,DC,43465,330856,Contract,KUWAIT,Government of Kuwait
11070,144400,George Washington University,Washington,DC,43465,152193,Contract,SPAIN,UNIVERSIDAD DE NAVARRA
11071,144400,George Washington University,Washington,DC,43465,311095,Contract,SOUTH KOREA,Government of South Korea
11072,144400,George Washington University,Washington,DC,43465,278062,Contract,FRANCE,FONDATION LEDUCQ
